URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,26,13,0.33333332478632505,0.000510658356459034,8.982456140350877,0.8837890625,905,8.982456140350877,905,1024,1.9482421875,12,6.78515625
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,39,3,0.8571428367346944,0.0005499397684943443,10.4375,0.8383233532934131,420,10.4375,420,501,1.8562874251497006,6,6.766467065868263
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,10,0,0.99999990000001,0.00013093804011770103,16.333333333333332,0.7784256559766763,267,16.333333333333332,267,343,1.9067055393586005,2,6.422740524781341
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,22,8,0.4666666511111116,0.0003928141203531031,14.05,0.8149466192170819,458,14.05,458,562,1.8327402135231317,6,6.345195729537367
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,13,7,0.29999998500000075,0.00026187608023540206,16.583333333333332,0.7989949748743719,318,16.583333333333332,318,398,1.9271356783919598,3,6.809045226130653
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,17,8,0.35999998560000057,0.00032734510029425255,9.875,0.8354430379746836,264,9.875,264,316,1.9398734177215189,2,6.8765822784810124
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,9,0,0.9999998888889013,0.00011784423610593093,14.4,0.8055555555555556,174,14.4,174,216,1.9583333333333333,3,7.041666666666667
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,24,23,0.021276595291987336,0.0006154087885531949,9.25,0.8036036036036036,446,9.25,446,555,1.8558558558558558,21,6.133333333333334
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,9,2,0.636363578512402,0.00014403184412947113,15.0,0.7777777777777778,175,15.0,175,225,1.88,3,6.426666666666667
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,27,9,0.4999999861111115,0.0004713769444237237,12.926829268292684,0.8358490566037736,443,12.926829268292684,443,530,2.0245283018867926,2,7.133962264150943
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,6,4,0.19999998000000202,0.00013093804011770103,18.181818181818183,0.74,148,18.181818181818183,148,200,1.85,6,6.59
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,11,21,-0.3124999902343753,0.0004190017283766433,11.692307692307692,0.8125,247,11.692307692307692,247,304,1.8519736842105263,8,6.526315789473684
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,25,37,-0.19354838397502608,0.0008118158487297463,13.935897435897436,0.8472861085556578,921,13.935897435897436,921,1087,2.0735970561177552,17,7.087396504139835
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,36,20,0.285714280612245,0.0007332530246591258,13.452054794520548,0.8543788187372708,839,13.452054794520548,839,982,1.9511201629327901,21,6.45112016293279
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,30,21,0.1764705847750866,0.0006677840046002753,10.267441860465116,0.8006795016987542,707,10.267441860465116,707,883,1.8720271800679502,20,6.390713476783692
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,22,7,0.5172413614744358,0.00037972031634133296,6.447368421052632,0.7857142857142857,385,6.447368421052632,385,490,1.9489795918367347,3,6.530612244897959
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,30,7,0.6216216048210378,0.0004844707484354938,11.585714285714285,0.7953144266337855,645,11.585714285714285,645,811,1.8014796547472256,6,6.187422934648582
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,26,5,0.677419332986473,0.00040590792436487317,17.285714285714285,0.8044077134986226,292,17.285714285714285,292,363,1.8925619834710743,10,6.327823691460055
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,28,12,0.39999999000000025,0.0005237521604708041,12.282051282051283,0.8559498956158664,820,12.282051282051283,820,958,2.0146137787056366,10,6.9363256784968685
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,25,45,-0.2857142816326531,0.0009165662808239072,7.630952380952381,0.8330733229329174,534,7.630952380952381,534,641,1.8720748829953198,15,6.343213728549142
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,25,17,0.1904761859410432,0.0005499397684943443,8.530864197530864,0.8306801736613604,574,8.530864197530864,574,691,1.7424023154848047,7,6.031837916063676
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,13,17,-0.13333332888888902,0.0003928141203531031,13.958333333333334,0.8238805970149253,552,13.958333333333334,552,670,1.7641791044776118,7,6.2119402985074625
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,21,17,0.10526315512465383,0.0004975645524472639,11.029850746268657,0.8484438430311232,627,11.029850746268657,627,739,1.895805142083897,11,6.803788903924222
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,25,50,-0.33333332888888895,0.0009820353008827578,8.1625,0.8300153139356815,542,8.1625,542,653,1.877488514548239,17,6.375191424196019
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,21,9,0.3999999866666671,0.0003928141203531031,12.742857142857142,0.8318385650224215,371,12.742857142857142,371,446,1.9013452914798206,7,6.65695067264574
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,12,6,0.3333333148148158,0.00023568847221186185,18.4,0.7971014492753623,220,18.4,220,276,1.9130434782608696,2,6.728260869565218
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,18,15,0.09090908815427007,0.00043209553238841337,18.413793103448278,0.846441947565543,452,18.413793103448278,452,534,1.9625468164794007,2,6.917602996254682
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,21,25,-0.08695651984877131,0.0006023149845414247,12.516129032258064,0.8389175257731959,651,12.516129032258064,651,776,1.9278350515463918,8,6.596649484536083
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,17,7,0.41666664930555625,0.00031425129628248247,7.7926829268292686,0.7350026082420449,1409,7.7926829268292686,1409,1917,1.5404277516953573,4,6.0386019822639545
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,34,34,0.0,0.000890378672800367,11.556818181818182,0.8426745329400197,857,11.556818181818182,857,1017,1.9508357915437562,14,6.672566371681416
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,24,37,-0.21311475060467622,0.0007987220447179763,15.921875,0.8635917566241413,880,15.921875,880,1019,2.0853778213935232,2,6.977428851815505
91,https://insights.blackcoffer.com/human-rights-outlook/,8,1,0.7777776913580343,0.00011784423610593093,17.727272727272727,0.7384615384615385,144,17.727272727272727,144,195,1.8256410256410256,4,6.589743589743589
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,31,4,0.7714285493877557,0.0004582831404119536,13.906976744186046,0.8361204013377926,500,13.906976744186046,500,598,1.9030100334448161,4,6.311036789297659
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,22,28,-0.11999999760000006,0.0006546902005885051,7.92741935483871,0.901322482197355,886,7.92741935483871,886,983,1.997965412004069,8,6.837232960325534
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,38,13,0.49019606881968497,0.0006677840046002753,10.65625,0.8113391984359726,830,10.65625,830,1023,1.9530791788856305,7,6.521994134897361
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,22,22,0.0,0.0005761273765178845,13.72549019607843,0.8457142857142858,592,13.72549019607843,592,700,1.8714285714285714,5,6.532857142857143
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,19,25,-0.13636363326446288,0.0005761273765178845,16.181818181818183,0.7911985018726592,845,16.181818181818183,845,1068,1.9129213483146068,3,6.929775280898877
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,17,27,-0.22727272210743815,0.0005761273765178845,11.851851851851851,0.84375,540,11.851851851851851,540,640,1.9203125,7,6.6859375
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,32,24,0.1428571403061225,0.0007332530246591258,9.576923076923077,0.8755020080321285,654,9.576923076923077,654,747,1.8982597054886212,39,6.468540829986613
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,20,18,0.05263157756232691,0.0004975645524472639,16.61904761904762,0.8495702005730659,593,16.61904761904762,593,698,1.9570200573065903,14,6.656160458452722
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,19,28,-0.19148935762788602,0.0006154087885531949,13.095238095238095,0.7587878787878788,626,13.095238095238095,626,825,1.789090909090909,6,6.581818181818182
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,8,3,0.4545454132231443,0.00014403184412947113,15.357142857142858,0.7441860465116279,160,15.357142857142858,160,215,1.8232558139534885,4,6.493023255813953
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,27,37,-0.15624999755859378,0.0008380034567532866,11.015625,0.8354609929078014,589,11.015625,589,705,1.872340425531915,15,6.445390070921986
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,9,22,-0.4193548251821024,0.00040590792436487317,12.35897435897436,0.7676348547717843,370,12.35897435897436,370,482,1.8215767634854771,6,6.545643153526971
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,23,35,-0.20689654815695607,0.0007594406326826659,13.907407407407407,0.844207723035952,634,13.907407407407407,634,751,1.9906790945406125,6,6.954727030625833
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,20,26,-0.13043477977315696,0.0006023149845414247,15.452380952380953,0.8428351309707242,547,15.452380952380953,547,649,1.8875192604006163,9,6.328197226502311
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5,0,0.99999980000004,6.546902005885052e-05,22.88888888888889,0.8106796116504854,167,22.88888888888889,167,206,1.8495145631067962,2,6.902912621359223
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,16,3,0.684210490304711,0.00024878227622363193,11.8,0.784503631961259,324,11.8,324,413,1.8062953995157385,6,6.278450363196126
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,27,41,-0.20588234991349486,0.000890378672800367,18.205882352941178,0.8352180936995154,517,18.205882352941178,517,619,1.9789983844911148,5,6.912762520193861
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,23,17,0.1499999962500001,0.0005237521604708041,12.4,0.8018433179723502,348,12.4,348,434,1.73963133640553,44,6.0046082949308754
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,10,26,-0.44444443209876583,0.0004713769444237237,12.903846153846153,0.8286140089418778,556,12.903846153846153,556,671,1.8584202682563338,3,6.688524590163935
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,16,22,-0.15789473268698073,0.0004975645524472639,11.892857142857142,0.8798798798798799,586,11.892857142857142,586,666,2.054054054054054,2,7.025525525525525
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,22,47,-0.36231883532871256,0.0009034724768121371,12.473684210526315,0.8185654008438819,582,12.473684210526315,582,711,1.9578059071729959,5,6.870604781997187
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,19,20,-0.025641024983563465,0.000510658356459034,14.128205128205128,0.8584392014519057,473,14.128205128205128,473,551,1.969147005444646,10,6.716878402903811
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,28,30,-0.03448275802615935,0.0007594406326826659,12.328947368421053,0.8324439701173959,780,12.328947368421053,780,937,1.8537886872998932,8,6.449306296691569
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,16,31,-0.31914892937981004,0.0006154087885531949,15.261538461538462,0.7721774193548387,766,15.261538461538462,766,992,1.7701612903225807,12,6.456653225806452
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,11,15,-0.15384614792899431,0.0003404389043060227,30.5,0.7777777777777778,427,30.5,427,549,1.7049180327868851,48,5.794171220400728
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,32,40,-0.11111110956790125,0.0009427538888474474,13.871794871794872,0.8373382624768947,906,13.871794871794872,906,1082,1.9491682070240295,15,6.785582255083179
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,25,34,-0.15254237029589204,0.0007725344366944361,8.975609756097562,0.84375,621,8.975609756097562,621,736,1.8546195652173914,9,6.069293478260869
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,9,9,0.0,0.00023568847221186185,15.428571428571429,0.7716049382716049,250,15.428571428571429,250,324,1.873456790123457,3,6.91358024691358
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,31,45,-0.1842105238919668,0.0009951291048945277,14.117021276595745,0.8055764883195177,1069,14.117021276595745,1069,1327,1.840241145440844,11,6.715900527505652
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,34,43,-0.11688311536515435,0.001008222908906298,12.27536231884058,0.859504132231405,728,12.27536231884058,728,847,1.8606847697756788,38,6.093270365997639
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,28,46,-0.24324323995617245,0.0009689414968709876,10.791666666666666,0.8040540540540541,833,10.791666666666666,833,1036,1.837837837837838,16,6.402509652509653
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,38,54,-0.17391304158790172,0.0012046299690828494,13.759493670886076,0.8482060717571297,922,13.759493670886076,922,1087,1.9144434222631095,21,6.504139834406624
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,28,29,-0.017543859341335802,0.0007463468286708958,12.38888888888889,0.8116591928251121,543,12.38888888888889,543,669,1.8385650224215246,11,6.439461883408072
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,48,17,0.47692306958579894,0.0008510972607650567,15.071428571428571,0.8312796208530806,877,15.071428571428571,877,1055,1.966824644549763,5,7.056872037914692
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,18,19,-0.027027026296566857,0.0004844707484354938,15.324324324324325,0.8253968253968254,468,15.324324324324325,468,567,1.853615520282187,5,6.710758377425044
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,31,53,-0.2619047587868481,0.0010998795369886885,13.838709677419354,0.8391608391608392,720,13.838709677419354,720,858,1.9475524475524475,9,6.7191142191142195
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,9,6,0.19999998666666757,0.00019640706017655155,14.25,0.7894736842105263,225,14.25,225,285,1.9333333333333333,6,6.663157894736842
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,7,5,0.16666665277777895,0.00015712564814124124,14.11111111111111,0.7874015748031497,300,14.11111111111111,300,381,1.8451443569553805,3,6.68241469816273
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,20,39,-0.32203389284688316,0.0007725344366944361,19.21818181818182,0.8032166508987701,849,19.21818181818182,849,1057,1.9214758751182592,5,6.559129612109745
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,60,24,0.4285714234693878,0.0010998795369886885,14.972972972972974,0.8465703971119134,938,14.972972972972974,938,1108,1.9693140794223827,2,6.753610108303249
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,19,16,0.0857142832653062,0.0004582831404119536,13.138461538461538,0.8454332552693209,722,13.138461538461538,722,854,1.9519906323185012,10,6.891100702576113
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,22,17,0.12820512491781733,0.000510658356459034,17.06451612903226,0.8695652173913043,460,17.06451612903226,460,529,2.100189035916824,3,7.228733459357278
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,11,10,0.04761904535147403,0.00027496988424717214,17.22222222222222,0.8161290322580645,253,17.22222222222222,253,310,2.0193548387096776,6,6.970967741935484
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,11,6,0.2941176297577865,0.00022259466820009175,15.526315789473685,0.7728813559322034,228,15.526315789473685,228,295,1.7864406779661017,9,6.186440677966102
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,4,11,-0.46666663555555765,0.00019640706017655155,11.653846153846153,0.7491749174917491,227,11.653846153846153,227,303,1.9108910891089108,7,6.867986798679868
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,9,4,0.3846153550295881,0.00017021945215301134,12.2,0.7459016393442623,182,12.2,182,244,1.8729508196721312,6,6.598360655737705
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,10,9,0.05263157617728546,0.00024878227622363193,13.210526315789474,0.7729083665338645,194,13.210526315789474,194,251,1.9402390438247012,10,6.888446215139442
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,8,2,0.599999940000006,0.00013093804011770103,18.583333333333332,0.7488789237668162,167,18.583333333333332,167,223,1.8161434977578474,2,6.762331838565022
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,14,29,-0.3488372011898325,0.0005630335725061145,14.813953488372093,0.7802197802197802,497,14.813953488372093,497,637,1.7849293563579278,2,6.459968602825746
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,9,16,-0.27999998880000043,0.00032734510029425255,16.952380952380953,0.8174157303370787,291,16.952380952380953,291,356,1.8370786516853932,5,6.48876404494382
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,41,46,-0.057471263707226855,0.0011391609490239989,13.860759493670885,0.8292237442922374,908,13.860759493670885,908,1095,1.9625570776255707,3,6.784474885844749
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,9,19,-0.35714284438775556,0.0003666265123295629,11.435897435897436,0.8071748878923767,360,11.435897435897436,360,446,1.9506726457399104,4,6.728699551569507
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,4,0,0.9999997500000625,5.237521604708041e-05,22.166666666666668,0.706766917293233,94,22.166666666666668,94,133,1.8270676691729324,2,6.827067669172933
145,https://insights.blackcoffer.com/blockchain-in-fintech/,15,10,0.19999999200000032,0.00032734510029425255,13.236842105263158,0.7833001988071571,394,13.236842105263158,394,503,1.9920477137176937,4,6.980119284294235
146,https://insights.blackcoffer.com/blockchain-for-payments/,26,24,0.03999999920000002,0.0006546902005885051,11.303571428571429,0.7946287519747235,503,11.303571428571429,503,633,1.9731437598736177,11,6.973143759873618
147,https://insights.blackcoffer.com/the-future-of-investing/,25,9,0.47058822145328766,0.0004451893364001835,13.61111111111111,0.8095238095238095,595,13.61111111111111,595,735,1.9578231292517008,4,6.783673469387755
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,25,25,0.0,0.0006546902005885051,11.083333333333334,0.8659147869674185,691,11.083333333333334,691,798,1.9598997493734336,4,6.545112781954887
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,22,3,0.7599999696000012,0.00032734510029425255,14.966666666666667,0.8730512249443207,392,14.966666666666667,392,449,1.9977728285077951,2,7.293986636971047
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,27,28,-0.018181817851239675,0.0007201592206473557,10.057142857142857,0.8778409090909091,618,10.057142857142857,618,704,1.8948863636363635,10,6.704545454545454
